ind,attr,val
9421,6,CA
9421,7,94501
9421,8,ALAMEDA
9421,9,5105223700
9421,10,Acute Care Hospitals
9421,11,Voluntary non-profit - Private
9421,12,Yes
9421,13,Surgical Infection Prevention
9421,14,SCIP-INF-4
9421,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
9421,16,
9421,17,0 patients
9421,18,CA_SCIP-INF-4
9440,2,50219
9440,3,COAST PLAZA HOSPITAL
9440,4,13100 STUDEBAKER RD
9440,5,NORWALK
9440,6,CA
9440,7,90650
9440,8,LOS ANGELES
9440,9,5628683751
9440,10,Acute Care Hospitals
9440,11,Voluntary non-profit - Private
9440,12,Yes
9440,13,Pneumonia
9440,14,PN-6
9440,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
9440,16,85%
9440,17,146 patients
9440,18,CA_PN-6
9448,2,50219
9448,3,COAST PLAZA HOSPITAL
9448,4,13100 STUDEBAKER RD
9448,5,NORWALK
9448,6,CA
9448,7,90650
9448,8,LOS ANGELES
9448,9,5628683751
9448,10,Acute Care Hospitals
9448,11,Voluntary non-profit - Private
9448,12,Yes
9448,13,Surgical Infection Prevention
9448,14,SCIP-VTE-1
9448,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
9448,16,82%
9448,17,38 patients
9448,18,CA_SCIP-VTE-1
9453,2,50222
9453,3,SHARP CHULA VISTA MEDICAL CENTER
9453,4,751 MEDICAL CENTER COURT
9453,5,CHULA VISTA
9453,6,CA
9453,7,91911
9453,8,SAN DIEGO
9453,9,6195025800
9453,10,Acute Care Hospitals
9453,11,Voluntary non-profit - Other
9453,12,Yes
9453,13,Heart Attack
9453,14,AMI-4
9453,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9453,16,96%
9453,17,48 patients
9453,18,CA_AMI-4
9461,2,50222
9461,3,SHARP CHULA VISTA MEDICAL CENTER
9461,4,751 MEDICAL CENTER COURT
9461,5,CHULA VISTA
9461,6,CA
9461,7,91911
9461,8,SAN DIEGO
9461,9,6195025800
9461,10,Acute Care Hospitals
9461,11,Voluntary non-profit - Other
9461,12,Yes
9461,13,Pneumonia
9461,14,PN-2
9461,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
9461,16,92%
9461,17,297 patients
9461,18,CA_PN-2
9464,2,50222
9464,3,SHARP CHULA VISTA MEDICAL CENTER
9464,4,751 MEDICAL CENTER COURT
9464,5,CHULA VISTA
9464,6,CA
9464,7,91911
9464,8,SAN DIEGO
9464,9,6195025800
9464,10,Acute Care Hospitals
9464,11,Voluntary non-profit - Other
9464,12,Yes
9464,13,Pneumonia
9464,14,PN-5C
9464,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
9464,16,97%
9464,17,271 patients
9464,18,CA_PN-5C
9465,2,50222
9465,3,SHARP CHULA VISTA MEDICAL CENTER
9465,4,751 MEDICAL CENTER COURT
9465,5,CHULA VISTA
9465,6,CA
9465,7,91911
9465,8,SAN DIEGO
9465,9,6195025800
9465,10,Acute Care Hospitals
9465,11,Voluntary non-profit - Other
9465,12,Yes
9465,13,Pneumonia
9465,14,PN-6
9465,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
9465,16,95%
9465,17,177 patients
9465,18,CA_PN-6
9498,2,50224
9498,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
9498,4,ONE HOAG DRIVE
9498,5,NEWPORT BEACH
9498,6,CA
9498,7,92663
9498,8,ORANGE
9498,9,9496458600
9498,10,Acute Care Hospitals
9498,11,Voluntary non-profit - Other
9498,12,Yes
9498,13,Surgical Infection Prevention
9498,14,SCIP-VTE-1
9498,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
9498,16,88%
9498,17,261 patients
9498,18,CA_SCIP-VTE-1
9500,2,50225
9500,3,FEATHER RIVER HOSPITAL
9500,4,5974 PENTZ ROAD
9500,5,PARADISE
9500,6,CA
9500,7,95969
9500,8,BUTTE
9500,9,5308779361
9500,10,Acute Care Hospitals
9500,11,Voluntary non-profit - Private
9500,12,Yes
9500,13,Heart Attack
9500,14,AMI-1
9500,15,Heart Attack Patients Given Aspirin at Arrival
9500,16,93%
9500,17,44 patients
9500,18,CA_AMI-1
9502,2,50225
9502,3,FEATHER RIVER HOSPITAL
9502,4,5974 PENTZ ROAD
9502,5,PARADISE
9502,6,CA
9502,7,95969
9502,8,BUTTE
9502,9,5308779361
9502,10,Acute Care Hospitals
9502,11,Voluntary non-profit - Private
9502,12,Yes
9502,13,Heart Attack
9502,14,AMI-3
9502,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9502,16,100%
9502,17,6 patients
9502,18,CA_AMI-3
9510,2,50225
9510,3,FEATHER RIVER HOSPITAL
9510,4,5974 PENTZ ROAD
9510,5,PARADISE
9510,6,CA
9510,7,95969
9510,8,BUTTE
9510,9,5308779361
9510,10,Acute Care Hospitals
9510,11,Voluntary non-profit - Private
9510,12,Yes
9510,13,Heart Failure
9510,14,HF-4
9510,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
9510,16,100%
9510,17,13 patients
9510,18,CA_HF-4
9522,2,50225
9522,3,FEATHER RIVER HOSPITAL
9522,4,5974 PENTZ ROAD
9522,5,PARADISE
9522,6,CA
9522,7,95969
9522,8,BUTTE
9522,9,5308779361
9522,10,Acute Care Hospitals
9522,11,Voluntary non-profit - Private
9522,12,Yes
9522,13,Surgical Infection Prevention
9522,14,SCIP-INF-6
9522,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9522,16,100%
9522,17,309 patients
9522,18,CA_SCIP-INF-6
9531,2,50226
9531,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER
9531,4,1111 W LA PALMA AVENUE
9531,5,ANAHEIM
9531,6,CA
9531,7,92801
9531,8,ORANGE
9531,9,7147741450
9531,10,Acute Care Hospitals
9531,11,Voluntary non-profit - Private
9531,12,Yes
9531,13,Heart Attack
9531,14,AMI-8A
9531,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9531,16,92%
9531,17,24 patients
9531,18,CA_AMI-8A
9541,2,50226
9541,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER
9541,4,1111 W LA PALMA AVENUE
9541,5,ANAHEIM
9541,6,CA
9541,7,92801
9541,8,ORANGE
9541,9,7147741450
9541,10,Acute Care Hospitals
9541,11,Voluntary non-profit - Private
9541,12,Yes
9541,13,Pneumonia
9541,14,PN-7
9541,15,Pneumonia Patients Assessed and Given Influenza Vaccination
9541,16,91%
9541,17,177 patients
9541,18,CA_PN-7
9546,2,50226
9546,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER
9546,4,1111 W LA PALMA AVENUE
9546,5,ANAHEIM
9546,6,CA
9546,7,92801
9546,8,ORANGE
9546,9,7147741450
9546,10,Acute Care Hospitals
9546,11,Voluntary non-profit - Private
9546,12,Yes
9546,13,Surgical Infection Prevention
9546,14,SCIP-INF-4
9546,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
9546,16,85%
9546,17,110 patients
9546,18,CA_SCIP-INF-4
9547,2,50226
9547,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER
9547,4,1111 W LA PALMA AVENUE
9547,5,ANAHEIM
9547,6,CA
9547,7,92801
9547,8,ORANGE
9547,9,7147741450
9547,10,Acute Care Hospitals
9547,11,Voluntary non-profit - Private
9547,12,Yes
9547,13,Surgical Infection Prevention
9547,14,SCIP-INF-6
9547,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
9547,16,100%
9547,17,547 patients
9547,18,CA_SCIP-INF-6
9563,2,50228
9563,3,SAN FRANCISCO GENERAL HOSPITAL
9563,4,1001 POTRERO AVENUE
9563,5,SAN FRANCISCO
9563,6,CA
9563,7,94110
9563,8,SAN FRANCISCO
9563,9,4152068000
9563,10,Acute Care Hospitals
9563,11,Government - Local
9563,12,Yes
9563,13,Pneumonia
9563,14,PN-4
9563,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
9563,16,98%
9563,17,124 patients
9563,18,CA_PN-4
9574,2,50228
9574,3,SAN FRANCISCO GENERAL HOSPITAL
9574,4,1001 POTRERO AVENUE
9574,5,SAN FRANCISCO
9574,6,CA
9574,7,94110
9574,8,SAN FRANCISCO
9574,9,4152068000
9574,10,Acute Care Hospitals
9574,11,Government - Local
9574,12,Yes
9574,13,Surgical Infection Prevention
9574,14,SCIP-VTE-2
9574,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
9574,16,99%
9574,17,205 patients
9574,18,CA_SCIP-VTE-2
9578,2,50230
9578,3,GARDEN GROVE HOSPITAL & MEDICAL CENTER
9578,4,12601 GARDEN GROVE BLVD
9578,5,GARDEN GROVE
9578,6,CA
9578,7,92843
9578,8,ORANGE
9578,9,7145375160
9578,10,Acute Care Hospitals
9578,11,Proprietary
9578,12,Yes
9578,13,Heart Attack
9578,14,AMI-4
9578,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9578,16,100%
9578,17,11 patients
9578,18,CA_AMI-4
9579,2,50230
9579,3,GARDEN GROVE HOSPITAL & MEDICAL CENTER
9579,4,12601 GARDEN GROVE BLVD
9579,5,GARDEN GROVE
9579,6,CA
9579,7,92843
9579,8,ORANGE
9579,9,7145375160
9579,10,Acute Care Hospitals
9579,11,Proprietary
9579,12,Yes
9579,13,Heart Attack
9579,14,AMI-5
9579,15,Heart Attack Patients Given Beta Blocker at Discharge
9579,16,100%
9579,17,53 patients
9579,18,CA_AMI-5
9583,2,50230
9583,3,GARDEN GROVE HOSPITAL & MEDICAL CENTER
9583,4,12601 GARDEN GROVE BLVD
9583,5,GARDEN GROVE
9583,6,CA
9583,7,92843
9583,8,ORANGE
9583,9,7145375160
9583,10,Acute Care Hospitals
9583,11,Proprietary
9583,12,Yes
9583,13,Heart Failure
9583,14,HF-2
9583,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
9583,16,100%
9583,17,114 patients
9583,18,CA_HF-2
9589,2,50230
9589,3,GARDEN GROVE HOSPITAL & MEDICAL CENTER
9589,4,12601 GARDEN GROVE BLVD
9589,5,GARDEN GROVE
9589,6,CA
9589,7,92843
9589,8,ORANGE
9589,9,7145375160
9589,10,Acute Care Hospitals
9589,11,Proprietary
9589,12,Yes
9589,13,Pneumonia
9589,14,PN-5C
9589,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
9589,16,98%
9589,17,156 patients
9589,18,CA_PN-5C
9600,2,50231
9600,3,POMONA VALLEY HOSPITAL MEDICAL CENTER
9600,4,1798 N GAREY AVE
9600,5,POMONA
9600,6,CA
9600,7,91767
9600,8,LOS ANGELES
9600,9,9098659500
9600,10,Acute Care Hospitals
9600,11,Voluntary non-profit - Other
9600,12,Yes
9600,13,Heart Attack
9600,14,AMI-1
9600,15,Heart Attack Patients Given Aspirin at Arrival
9600,16,98%
9600,17,193 patients
9600,18,CA_AMI-1
9606,2,50231
9606,3,POMONA VALLEY HOSPITAL MEDICAL CENTER
9606,4,1798 N GAREY AVE
9606,5,POMONA
9606,6,CA
9606,7,91767
9606,8,LOS ANGELES
9606,9,9098659500
9606,10,Acute Care Hospitals
9606,11,Voluntary non-profit - Other
9606,12,Yes
9606,13,Heart Attack
9606,14,AMI-8A
9606,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9606,16,100%
9606,17,63 patients
9606,18,CA_AMI-8A
9610,2,50231
9610,3,POMONA VALLEY HOSPITAL MEDICAL CENTER
9610,4,1798 N GAREY AVE
9610,5,POMONA
9610,6,CA
9610,7,91767
9610,8,LOS ANGELES
9610,9,9098659500
9610,10,Acute Care Hospitals
9610,11,Voluntary non-profit - Other
9610,12,Yes
9610,13,Heart Failure
9610,14,HF-4
9610,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
9610,16,99%
9610,17,88 patients
9610,18,CA_HF-4
9619,2,50231
9619,3,POMONA VALLEY HOSPITAL MEDICAL CENTER
9619,4,1798 N GAREY AVE
9619,5,POMONA
9619,6,CA
9619,7,91767
9619,8,LOS ANGELES
9619,9,9098659500
9619,10,Acute Care Hospitals
9619,11,Voluntary non-profit - Other
9619,12,Yes
9619,13,Surgical Infection Prevention
9619,14,SCIP-INF-2
9619,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
9619,16,99%
9619,17,578 patients
9619,18,CA_SCIP-INF-2
9621,2,50231
9621,3,POMONA VALLEY HOSPITAL MEDICAL CENTER
9621,4,1798 N GAREY AVE
9621,5,POMONA
9621,6,CA
9621,7,91767
9621,8,LOS ANGELES
9621,9,9098659500
9621,10,Acute Care Hospitals
9621,11,Voluntary non-profit - Other
9621,12,Yes
9621,13,Surgical Infection Prevention
9621,14,SCIP-INF-4
9621,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
9621,16,86%
9621,17,139 patients
9621,18,CA_SCIP-INF-4
9626,2,50232
9626,3,FRENCH HOSPITAL MEDICAL CENTER
9626,4,1911 JOHNSON AVE
9626,5,SAN LUIS OBISPO
9626,6,CA
9626,7,93401
9626,8,SAN LUIS OBISPO
9626,9,8055435353
9626,10,Acute Care Hospitals
9626,11,Voluntary non-profit - Other
9626,12,Yes
9626,13,Heart Attack
9626,14,AMI-2
9626,15,Heart Attack Patients Given Aspirin at Discharge
9626,16,100%
9626,17,156 patients
9626,18,CA_AMI-2
9629,2,50232
9629,3,FRENCH HOSPITAL MEDICAL CENTER
9629,4,1911 JOHNSON AVE
9629,5,SAN LUIS OBISPO
9629,6,CA
9629,7,93401
9629,8,SAN LUIS OBISPO
9629,9,8055435353
9629,10,Acute Care Hospitals
9629,11,Voluntary non-profit - Other
9629,12,Yes
9629,13,Heart Attack
9629,14,AMI-5
9629,15,Heart Attack Patients Given Beta Blocker at Discharge
9629,16,100%
9629,17,151 patients
9629,18,CA_AMI-5
9632,2,50232
9632,3,FRENCH HOSPITAL MEDICAL CENTER
9632,4,1911 JOHNSON AVE
9632,5,SAN LUIS OBISPO
9632,6,CA
9632,7,93401
9632,8,SAN LUIS OBISPO
9632,9,8055435353
9632,10,Acute Care Hospitals
9632,11,Voluntary non-profit - Other
9632,12,Yes
9632,13,Heart Failure
9632,14,HF-1
9632,15,Heart Failure Patients Given Discharge Instructions
9632,16,100%
9632,17,79 patients
9632,18,CA_HF-1
9642,2,50232
9642,3,FRENCH HOSPITAL MEDICAL CENTER
9642,4,1911 JOHNSON AVE
9642,5,SAN LUIS OBISPO
9642,6,CA
9642,7,93401
9642,8,SAN LUIS OBISPO
9642,9,8055435353
9642,10,Acute Care Hospitals
9642,11,Voluntary non-profit - Other
9642,12,Yes
9642,13,Surgical Infection Prevention
9642,14,SCIP-CARD-2
9642,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
9642,16,100%
9642,17,84 patients
9642,18,CA_SCIP-CARD-2
9656,2,50234
9656,3,SHARP CORONADO HOSPITAL AND HLTHCR CTR
9656,4,250 PROSPECT PLACE
9656,5,CORONADO
9656,6,CA
9656,7,92118
9656,8,SAN DIEGO
9656,9,6194356251
9656,10,Acute Care Hospitals
9656,11,Voluntary non-profit - Other
9656,12,Yes
9656,13,Heart Attack
9656,14,AMI-8A
9656,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9656,16,
9656,17,0 patients
9656,18,CA_AMI-8A
9664,2,50234
9664,3,SHARP CORONADO HOSPITAL AND HLTHCR CTR
9664,4,250 PROSPECT PLACE
9664,5,CORONADO
9664,6,CA
9664,7,92118
9664,8,SAN DIEGO
9664,9,6194356251
9664,10,Acute Care Hospitals
9664,11,Voluntary non-profit - Other
9664,12,Yes
9664,13,Pneumonia
9664,14,PN-5C
9664,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
9664,16,98%
9664,17,56 patients
9664,18,CA_PN-5C
9682,2,50235
9682,3,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9682,4,501 SOUTH BUENA VISTA
9682,5,BURBANK
9682,6,CA
9682,7,91505
9682,8,LOS ANGELES
9682,9,8188435111
9682,10,Acute Care Hospitals
9682,11,Voluntary non-profit - Church
9682,12,Yes
9682,13,Heart Failure
9682,14,HF-1
9682,15,Heart Failure Patients Given Discharge Instructions
9682,16,91%
9682,17,426 patients
9682,18,CA_HF-1
9718,2,50238
9718,3,METHODIST HOSPITAL OF SOUTHERN CA
9718,4,300 W HUNTINGTON DR
9718,5,ARCADIA
9718,6,CA
9718,7,91006
9718,8,LOS ANGELES
9718,9,6264454441
9718,10,Acute Care Hospitals
9718,11,Voluntary non-profit - Church
9718,12,Yes
9718,13,Surgical Infection Prevention
9718,14,SCIP-INF-1
9718,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
9718,16,89%
9718,17,512 patients
9718,18,CA_SCIP-INF-1
9727,2,50239
9727,3,GLENDALE ADVENTIST MEDICAL CENTER
9727,4,1509 E WILSON TERRACE
9727,5,GLENDALE
9727,6,CA
9727,7,91206
9727,8,LOS ANGELES
9727,9,8184098202
9727,10,Acute Care Hospitals
9727,11,Voluntary non-profit - Church
9727,12,Yes
9727,13,Heart Attack
9727,14,AMI-3
9727,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9727,16,82%
9727,17,39 patients
9727,18,CA_AMI-3
9750,2,50242
9750,3,DOMINICAN HOSPITAL
9750,4,1555 SOQUEL DRIVE
9750,5,SANTA CRUZ
9750,6,CA
9750,7,95065
9750,8,SANTA CRUZ
9750,9,8314627700
9750,10,Acute Care Hospitals
9750,11,Voluntary non-profit - Church
9750,12,Yes
9750,13,Heart Attack
9750,14,AMI-1
9750,15,Heart Attack Patients Given Aspirin at Arrival
9750,16,100%
9750,17,156 patients
9750,18,CA_AMI-1
9795,2,50243
9795,3,DESERT REGIONAL MEDICAL CENTER
9795,4,1150 NORTH INDIAN CANYON DRIVE
9795,5,PALM SPRINGS
9795,6,CA
9795,7,92262
9795,8,RIVERSIDE
9795,9,7603236511
9795,10,Acute Care Hospitals
9795,11,Government - Hospital District or Authority
9795,12,Yes
9795,13,Surgical Infection Prevention
9795,14,SCIP-INF-3
9795,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
9795,16,84%
9795,17,430 patients
9795,18,CA_SCIP-INF-3
9806,2,50245
9806,3,ARROWHEAD REGIONAL MEDICAL CENTER
9806,4,400 NORTH PEPPER AVENUE
9806,5,COLTON
9806,6,CA
9806,7,92324
9806,8,SAN BERNARDINO
9806,9,9095801000
9806,10,Acute Care Hospitals
9806,11,Government - Local
9806,12,Yes
9806,13,Heart Attack
9806,14,AMI-8A
9806,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9806,16,0%
9806,17,8 patients
9806,18,CA_AMI-8A
9887,2,50257
9887,3,GOOD SAMARITAN HOSPITAL
9887,4,901 OLIVE DRIVE
9887,5,BAKERSFIELD
9887,6,CA
9887,7,93308
9887,8,KERN
9887,9,6613994461
9887,10,Acute Care Hospitals
9887,11,Proprietary
9887,12,No
9887,13,Pneumonia
9887,14,PN-3B
9887,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
9887,16,
9887,17,0 patients
9887,18,CA_PN-3B
9893,2,50257
9893,3,GOOD SAMARITAN HOSPITAL
9893,4,901 OLIVE DRIVE
9893,5,BAKERSFIELD
9893,6,CA
9893,7,93308
9893,8,KERN
9893,9,6613994461
9893,10,Acute Care Hospitals
9893,11,Proprietary
9893,12,No
9893,13,Surgical Infection Prevention
9893,14,SCIP-INF-1
9893,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
9893,16,
9893,17,0 patients
9893,18,CA_SCIP-INF-1
9894,2,50257
9894,3,GOOD SAMARITAN HOSPITAL
9894,4,901 OLIVE DRIVE
9894,5,BAKERSFIELD
9894,6,CA
9894,7,93308
9894,8,KERN
9894,9,6613994461
9894,10,Acute Care Hospitals
9894,11,Proprietary
9894,12,No
9894,13,Surgical Infection Prevention
9894,14,SCIP-INF-2
9894,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
9894,16,
9894,17,0 patients
9894,18,CA_SCIP-INF-2
9906,2,05025F
9906,3,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFOR
9906,4,2615 E. CLINTON AVENUE
9906,5,FRESNO
9906,6,CA
9906,7,93703
9906,8,FRESNO
9906,9,5592285338
9906,10,Acute Care - VA Medical Center
9906,11,Government Federal
9906,12,No
9906,13,Heart Attack
9906,14,AMI-8A
9906,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9906,16,0%
9906,17,1 patients
9906,18,CA_AMI-8A
9913,2,05025F
9913,3,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFOR
9913,4,2615 E. CLINTON AVENUE
9913,5,FRESNO
9913,6,CA
9913,7,93703
9913,8,FRESNO
9913,9,5592285338
9913,10,Acute Care - VA Medical Center
9913,11,Government Federal
9913,12,No
9913,13,Pneumonia
9913,14,PN-4
9913,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
9913,16,100%
9913,17,25 patients
9913,18,CA_PN-4
9916,2,05025F
9916,3,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFOR
9916,4,2615 E. CLINTON AVENUE
9916,5,FRESNO
9916,6,CA
9916,7,93703
9916,8,FRESNO
9916,9,5592285338
9916,10,Acute Care - VA Medical Center
9916,11,Government Federal
9916,12,No
9916,13,Pneumonia
9916,14,PN-7
9916,15,Pneumonia Patients Assessed and Given Influenza Vaccination
9916,16,100%
9916,17,54 patients
9916,18,CA_PN-7
9918,2,05025F
9918,3,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFOR
9918,4,2615 E. CLINTON AVENUE
9918,5,FRESNO
9918,6,CA
9918,7,93703
9918,8,FRESNO
9918,9,5592285338
9918,10,Acute Care - VA Medical Center
9918,11,Government Federal
9918,12,No
9918,13,Surgical Infection Prevention
9918,14,SCIP-INF-1
9918,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
9918,16,
9918,17,
9918,18,CA_SCIP-INF-1
9920,2,05025F
9920,3,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFOR
9920,4,2615 E. CLINTON AVENUE
9920,5,FRESNO
9920,6,CA
9920,7,93703
9920,8,FRESNO
9920,9,5592285338
9920,10,Acute Care - VA Medical Center
9920,11,Government Federal
9920,12,No
9920,13,Surgical Infection Prevention
9920,14,SCIP-INF-3
9920,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
9920,16,
9920,17,
9920,18,CA_SCIP-INF-3
9928,2,50261
9928,3,SIERRA VIEW DISTRICT HOSPITAL
9928,4,465 W PUTNAM AVE
9928,5,PORTERVILLE
9928,6,CA
9928,7,93257
9928,8,TULARE
9928,9,5597841110
9928,10,Acute Care Hospitals
9928,11,Government - Hospital District or Authority
9928,12,Yes
9928,13,Heart Attack
9928,14,AMI-4
9928,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
9928,16,89%
9928,17,9 patients
9928,18,CA_AMI-4
9937,2,50261
9937,3,SIERRA VIEW DISTRICT HOSPITAL
9937,4,465 W PUTNAM AVE
9937,5,PORTERVILLE
9937,6,CA
9937,7,93257
9937,8,TULARE
9937,9,5597841110
9937,10,Acute Care Hospitals
9937,11,Government - Hospital District or Authority
9937,12,Yes
9937,13,Pneumonia
9937,14,PN-3B
9937,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
9937,16,87%
9937,17,214 patients
9937,18,CA_PN-3B
9955,2,50262
9955,3,RONALD REAGAN UCLA MEDICAL CENTER
9955,4,757 WESTWOOD PLAZA
9955,5,LOS ANGELES
9955,6,CA
9955,7,90095
9955,8,LOS ANGELES
9955,9,3108256301
9955,10,Acute Care Hospitals
9955,11,Government - State
9955,12,Yes
9955,13,Heart Attack
9955,14,AMI-7A
9955,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
9955,16,
9955,17,0 patients
9955,18,CA_AMI-7A
9960,2,50262
9960,3,RONALD REAGAN UCLA MEDICAL CENTER
9960,4,757 WESTWOOD PLAZA
9960,5,LOS ANGELES
9960,6,CA
9960,7,90095
9960,8,LOS ANGELES
